Source IP,Destination IP,Protocol,Source Port,Destination Port,Flow Duration,Timestamp,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,SYN ACK Count,CWE Flag Count,ECE Flag Count,Total Length,Flow Bytes/s,Flow Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,IAT,labels
172.30.1.12,162.159.134.234,6,64844,443,3.78335189819336,2023-04-30 20:01:19,0,1,0,0,0,0,0,0,0,80,10.572635344626798,0.2643158836156699,40,40,40.0,0.0,3.78335189819336,2
172.30.1.45,239.255.255.250,17,60470,1900,0.3048927783966064,2023-04-30 20:01:20,0,1,0,0,0,0,0,0,0,306,501.81575570470426,3.279841540553623,153,153,153.0,0.0,0.3048927783966064,0
172.30.1.12,224.0.0.251,17,5353,5353,1.0111629962921145,2023-04-30 20:01:23,0,0,0,0,0,0,0,0,0,142,70.216177075658,0.9889602405022252,71,71,71.0,0.0,1.0111629962921145,0
172.30.1.45,224.0.0.251,17,5353,5353,19.97030973434448,2023-04-30 20:01:23,0,1,0,0,0,0,0,0,0,178,4.456615905507957,0.0500743360169433,89,89,89.0,0.0,19.97030973434448,0
172.30.1.254,239.255.255.250,17,48680,1900,27.93482542037964,2023-04-30 20:01:24,0,1,0,0,0,0,0,0,0,854,15.285579686797876,0.0357976105077233,427,427,427.0,0.0,27.93482542037964,0
172.30.1.254,239.255.255.250,17,48680,1900,0.0130021572113037,2023-04-30 20:01:24,0,1,0,0,0,0,0,0,0,872,33532.897111946455,76.91031447694141,436,436,436.0,0.0,0.0130021572113037,0
172.30.1.254,239.255.255.250,17,48680,1900,0.0120341777801513,2023-04-30 20:01:24,0,1,0,0,0,0,0,0,0,872,36230.14450718177,83.09666171371967,436,436,436.0,0.0,0.0120341777801513,0
172.30.1.254,239.255.255.250,17,48680,1900,0.0009946823120117,2023-04-30 20:01:24,0,1,0,0,0,0,0,0,0,872,438330.9069990412,1005.346116970278,436,436,436.0,0.0,0.0009946823120117,0
172.30.1.254,239.255.255.250,17,48680,1900,0.0,2023-04-30 20:01:24,0,1,0,0,0,0,0,0,0,978,0.0,0.0,489,489,489.0,0.0,0.0,0
172.30.1.254,239.255.255.250,17,48680,1900,0.2703175544738769,2023-04-30 20:01:24,0,1,0,0,0,0,0,0,0,982,1816.3822211089491,3.699352792482585,491,491,491.0,0.0,0.2703175544738769,0
172.30.1.254,239.255.255.250,17,48680,1900,0.0010349750518798,2023-04-30 20:01:26,0,1,0,0,0,0,0,0,0,982,474407.5706058512,966.206864777701,491,491,491.0,0.0,0.0010349750518798,0
